VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee
2,01-06-2024 00:21,01-06-2024 01:05,3,10.61,1,N,234,198,2,51.3,1,0.5,0,0,1,56.3,2.5,0
2,01-06-2024 00:39,01-06-2024 01:11,1,3.48,1,N,79,80,1,29.6,1,0.5,1,0,1,35.6,2.5,0
2,01-06-2024 00:04,01-06-2024 00:54,1,30.66,4,N,132,265,1,131.8,1,0.5,35.31,6.94,1,178.3,0,1.75
2,01-06-2024 00:42,01-06-2024 00:49,4,1.24,1,N,163,141,1,8.6,1,0.5,2.72,0,1,16.32,2.5,0
2,01-06-2024 00:54,01-06-2024 01:08,5,2.37,1,N,162,234,1,14.9,1,0.5,3.98,0,1,23.88,2.5,0
1,01-06-2024 00:08,01-06-2024 00:26,3,2,1,N,234,231,1,16.3,3.5,0.5,5,0,1,26.3,2.5,0
2,01-06-2024 00:27,01-06-2024 01:04,1,13.06,1,N,132,181,1,54.8,1,0.5,0,0,1,57.3,0,0
2,01-06-2024 00:26,01-06-2024 00:31,3,1.2,1,N,186,249,1,7.2,1,0.5,0,0,1,12.2,2.5,0
2,01-06-2024 00:33,01-06-2024 00:44,4,1.38,1,N,158,144,1,11.4,1,0.5,3.28,0,1,19.68,2.5,0
2,01-06-2024 00:57,01-06-2024 01:01,4,0.6,1,N,144,249,1,5.8,1,0.5,2.16,0,1,12.96,2.5,0
2,01-06-2024 00:48,01-06-2024 00:53,1,0.92,1,N,141,262,1,7.2,1,0.5,1.83,0,1,14.03,2.5,0
2,01-06-2024 00:55,01-06-2024 01:04,2,1.05,1,N,144,231,1,9.3,1,0.5,2.86,0,1,17.16,2.5,0
2,01-06-2024 00:14,01-06-2024 00:14,2,0.02,2,N,229,229,2,70,0,0.5,0,0,1,74,2.5,0
2,01-06-2024 00:14,01-06-2024 00:21,2,1.23,1,N,229,148,1,8.6,1,0.5,2.72,0,1,16.32,2.5,0
2,01-06-2024 00:34,01-06-2024 00:55,1,5.13,1,N,144,236,1,26.1,1,0.5,6.22,0,1,37.32,2.5,0
2,01-06-2024 00:11,01-06-2024 01:00,5,3.85,1,N,234,255,1,41.5,1,0.5,2,0,1,48.5,2.5,0
2,01-06-2024 00:38,01-06-2024 01:17,1,17.05,2,N,132,90,1,70,0,0.5,16.19,6.94,1,97.13,2.5,0
2,01-06-2024 00:17,01-06-2024 00:34,1,2.06,1,N,164,148,1,16.3,1,0.5,4.26,0,1,25.56,2.5,0
2,01-06-2024 00:52,01-06-2024 01:07,1,3.45,1,N,79,246,1,17.7,1,0.5,4.54,0,1,27.24,2.5,0
2,01-06-2024 00:10,01-06-2024 00:22,1,3.75,1,N,163,74,1,17,1,0.5,1,0,1,23,2.5,0
2,01-06-2024 00:43,01-06-2024 01:10,1,7.26,1,N,162,97,1,33.8,1,0.5,11.64,0,1,50.44,2.5,0
2,01-06-2024 00:27,01-06-2024 00:37,1,1.48,1,N,161,68,1,10.7,1,0.5,3.14,0,1,18.84,2.5,0
2,01-06-2024 00:46,01-06-2024 01:25,1,11.34,1,N,246,25,2,51.3,1,0.5,0,0,1,56.3,2.5,0
2,01-06-2024 00:26,01-06-2024 01:02,1,16.64,2,N,132,137,1,70,0,0.5,16.19,6.94,1,98.88,2.5,1.75
1,01-06-2024 00:11,01-06-2024 00:38,2,6.5,1,N,90,236,1,32.4,3.5,0.5,9.3,0,1,46.7,2.5,0
2,01-06-2024 00:48,01-06-2024 01:01,1,2.15,1,N,162,113,1,14.2,1,0.5,3.84,0,1,23.04,2.5,0
2,01-06-2024 00:25,01-06-2024 00:30,1,0.66,1,N,114,144,1,6.5,1,0.5,1,0,1,12.5,2.5,0
2,01-06-2024 00:25,01-06-2024 00:50,1,6.34,1,N,36,181,2,32.4,1,0.5,0,0,1,34.9,0,0
1,01-06-2024 00:09,01-06-2024 00:15,2,2,1,N,233,262,1,10.7,3.5,0.5,3.1,0,1,18.8,2.5,0
2,01-06-2024 00:18,01-06-2024 00:26,1,1.65,1,N,137,79,1,10,1,0.5,3,0,1,18,2.5,0
2,01-06-2024 00:27,01-06-2024 00:35,1,1.04,1,N,79,113,2,9.3,1,0.5,0,0,1,14.3,2.5,0
2,01-06-2024 00:18,01-06-2024 00:34,2,3.33,1,N,230,41,1,18.4,1,0.5,4.68,0,1,28.08,2.5,0
2,01-06-2024 00:19,01-06-2024 00:22,1,0.7,1,N,48,48,1,5.8,1,0.5,3.2,0,1,14,2.5,0
2,01-06-2024 00:24,01-06-2024 00:38,1,2.43,1,N,48,137,1,14.9,1,0.5,3.98,0,1,23.88,2.5,0
2,01-06-2024 00:51,01-06-2024 01:00,1,3.53,1,N,107,236,1,15.6,1,0.5,4.12,0,1,24.72,2.5,0
2,01-06-2024 00:51,01-06-2024 01:03,1,1.64,1,N,79,158,1,12.1,1,0.5,2.9,0,1,20,2.5,0
1,01-06-2024 00:52,01-06-2024 01:20,1,6.4,1,N,132,122,2,27.5,2.75,0.5,0,0,1,31.75,0,1.75
2,01-06-2024 00:34,01-06-2024 00:38,1,0.67,1,N,107,170,1,5.8,1,0.5,2.16,0,1,12.96,2.5,0
2,01-06-2024 00:42,01-06-2024 00:59,3,4.63,1,N,79,142,1,22.6,1,0.5,6.9,0,1,34.5,2.5,0
2,01-06-2024 00:19,01-06-2024 00:27,1,1.32,1,N,90,125,1,9.3,1,0.5,2.86,0,1,17.16,2.5,0
2,01-06-2024 00:39,01-06-2024 00:44,1,1.08,1,N,231,249,1,7.9,1,0.5,2.58,0,1,15.48,2.5,0
2,01-06-2024 00:57,01-06-2024 01:05,1,1.06,1,N,249,211,1,8.6,1,0.5,3,0,1,16.6,2.5,0
2,01-06-2024 00:24,01-06-2024 00:39,1,2.05,1,N,114,79,1,14.9,1,0.5,5.97,0,1,25.87,2.5,0
2,01-06-2024 00:41,01-06-2024 00:55,1,1.8,1,N,79,158,1,14.2,1,0.5,3.84,0,1,23.04,2.5,0
2,01-06-2024 00:33,01-06-2024 00:48,1,2.27,1,N,170,144,1,15.6,1,0.5,4.12,0,1,24.72,2.5,0
2,01-06-2024 00:54,01-06-2024 01:03,1,0.82,1,N,144,79,2,9.3,1,0.5,0,0,1,14.3,2.5,0
2,01-06-2024 00:34,01-06-2024 00:38,1,1.14,1,N,236,237,1,7.2,1,0.5,2.44,0,1,14.64,2.5,0
2,01-06-2024 00:43,01-06-2024 00:49,1,2.77,1,N,229,75,1,12.1,1,0.5,4.28,0,1,21.38,2.5,0
2,01-06-2024 00:54,01-06-2024 01:00,1,1.33,1,N,236,238,1,8.6,1,0.5,3.4,0,1,17,2.5,0
2,01-06-2024 00:06,01-06-2024 00:21,1,2.16,1,N,230,113,1,14.2,1,0.5,2.88,0,1,22.08,2.5,0
2,01-06-2024 00:26,01-06-2024 00:45,1,2.93,1,N,249,163,1,19.1,1,0.5,4.82,0,1,28.92,2.5,0
2,01-06-2024 00:01,01-06-2024 00:10,2,2.45,1,N,230,263,1,12.1,1,0.5,3.42,0,1,20.52,2.5,0
2,01-06-2024 00:19,01-06-2024 00:44,1,4.79,1,N,239,125,1,25.4,1,0.5,6.08,0,1,36.48,2.5,0
2,01-06-2024 00:49,01-06-2024 00:58,1,1.15,1,N,114,249,1,10,1,0.5,3,0,1,18,2.5,0
2,01-06-2024 00:00,01-06-2024 00:05,1,0.69,1,N,186,234,1,6.5,1,0.5,2,0,1,13.5,2.5,0
2,01-06-2024 00:46,01-06-2024 00:58,1,1.5,1,N,249,79,1,12.1,1,0.5,3.42,0,1,20.52,2.5,0
2,01-06-2024 00:59,01-06-2024 01:13,1,4.1,1,N,79,263,1,19.1,1,0.5,4.82,0,1,28.92,2.5,0
2,01-06-2024 00:02,01-06-2024 00:06,1,1.17,1,N,107,233,1,7.2,1,0.5,2,0,1,14.2,2.5,0
2,01-06-2024 00:10,01-06-2024 00:15,1,1.32,1,N,229,263,1,8.6,1,0.5,2.04,0,1,15.64,2.5,0
2,01-06-2024 00:21,01-06-2024 00:25,1,0.96,1,N,263,141,1,6.5,1,0.5,2.3,0,1,13.8,2.5,0
2,01-06-2024 00:32,01-06-2024 00:40,1,2.23,1,N,236,41,1,11.4,1,0.5,4.1,0,1,20.5,2.5,0
2,01-06-2024 00:24,01-06-2024 00:29,1,0.71,1,N,113,79,1,6.5,1,0.5,2.3,0,1,13.8,2.5,0
2,01-06-2024 00:56,01-06-2024 01:03,1,1,1,N,114,158,1,8.6,1,0.5,4,0,1,17.6,2.5,0
2,01-06-2024 00:13,01-06-2024 00:21,1,2.48,1,N,137,140,1,12.1,1,0.5,3.42,0,1,20.52,2.5,0
2,01-06-2024 00:20,01-06-2024 00:32,1,2.19,1,N,143,236,1,14.2,1,0.5,3.84,0,1,23.04,2.5,0
2,01-06-2024 00:36,01-06-2024 00:54,1,3.49,1,N,236,107,1,19.1,1,0.5,4.82,0,1,28.92,2.5,0
2,01-06-2024 00:29,01-06-2024 00:41,1,0.85,1,N,161,230,2,12.1,1,0.5,0,0,1,17.1,2.5,0
2,01-06-2024 00:16,01-06-2024 00:20,2,0.7,1,N,237,236,1,6.5,1,0.5,2.3,0,1,13.8,2.5,0
1,01-06-2024 00:38,01-06-2024 00:45,1,2.2,1,N,238,48,1,11.4,3.5,0.5,3.25,0,1,19.65,2.5,0
1,01-06-2024 00:25,01-06-2024 00:59,1,4.4,1,N,68,145,1,26.1,3.5,0.5,5,0,1,36.1,2.5,0
1,01-06-2024 00:51,01-06-2024 01:03,3,1.7,1,N,48,246,1,12.1,3.5,0.5,3.4,0,1,20.5,2.5,0
2,01-06-2024 00:27,01-06-2024 00:31,1,0.88,1,N,237,236,1,6.5,1,0.5,2.3,0,1,13.8,2.5,0
1,01-06-2024 00:31,01-06-2024 01:14,1,19.8,2,N,132,244,1,70,1.75,0.5,16.05,6.94,1,96.24,0,1.75
2,01-06-2024 00:42,01-06-2024 00:50,1,1.37,1,N,231,68,1,10,1,0.5,2,0,1,17,2.5,0
2,01-06-2024 00:08,01-06-2024 00:16,1,0.84,1,N,79,114,1,10,1,0.5,1,0,1,16,2.5,0
1,01-06-2024 00:00,01-06-2024 00:15,1,2.2,1,N,79,246,1,14.9,3.5,0.5,3.95,0,1,23.85,2.5,0
2,01-06-2024 00:39,01-06-2024 01:10,1,3.64,1,N,125,255,1,29.6,1,0.5,5,0,1,39.6,2.5,0
2,01-06-2024 00:00,01-06-2024 00:07,1,1.47,1,N,142,238,1,9.3,1,0.5,4.29,0,1,18.59,2.5,0
2,01-06-2024 00:12,01-06-2024 00:17,1,0.97,1,N,239,236,1,7.2,1,0.5,1,0,1,13.2,2.5,0
2,01-06-2024 00:26,01-06-2024 00:33,1,1.41,1,N,263,141,1,9.3,1,0.5,2.86,0,1,17.16,2.5,0
1,01-06-2024 00:20,01-06-2024 00:43,1,2.8,1,N,148,186,1,21.2,3.5,0.5,4,0,1,30.2,2.5,0
1,01-06-2024 00:12,01-06-2024 00:38,1,7.2,1,N,79,226,1,32.4,3.5,0.5,7.5,0,1,44.9,2.5,0
2,01-06-2024 00:09,01-06-2024 00:20,2,3.02,1,N,164,236,1,14.9,1,0.5,3.98,0,1,23.88,2.5,0
2,01-06-2024 00:35,01-06-2024 00:44,1,2.05,1,N,161,114,1,12.1,1,0.5,3.42,0,1,20.52,2.5,0
2,01-06-2024 00:48,01-06-2024 00:57,2,1.29,1,N,114,90,1,10,1,0.5,3,0,1,18,2.5,0
2,01-06-2024 00:59,01-06-2024 01:06,2,0.96,1,N,90,107,1,8.6,1,0.5,2.72,0,1,16.32,2.5,0
2,01-06-2024 00:06,01-06-2024 00:18,1,1.15,1,N,230,186,1,12.1,1,0.5,3.42,0,1,20.52,2.5,0
2,01-06-2024 00:22,01-06-2024 00:27,2,0.46,1,N,164,90,1,6.5,1,0.5,2.3,0,1,13.8,2.5,0
1,01-06-2024 00:04,01-06-2024 00:19,1,2.7,1,N,170,239,1,14.2,3.5,0.5,1,0,1,20.2,2.5,0
1,01-06-2024 00:21,01-06-2024 00:32,1,1.7,1,N,239,237,1,11.4,3.5,0.5,3.3,0,1,19.7,2.5,0
1,01-06-2024 00:42,01-06-2024 00:52,1,1.7,1,N,161,107,1,10,3.5,0.5,3,0,1,18,2.5,0
2,01-06-2024 00:24,01-06-2024 00:32,2,0.96,1,N,45,231,1,8.6,1,0.5,2.72,0,1,16.32,2.5,0
2,01-06-2024 00:39,01-06-2024 00:48,1,1.03,1,N,231,87,2,9.3,1,0.5,0,0,1,14.3,2.5,0
2,01-06-2024 00:59,01-06-2024 01:04,2,0.5,1,N,231,45,1,5.8,1,0.5,2.16,0,1,12.96,2.5,0
1,01-06-2024 00:39,01-06-2024 00:54,1,3,1,N,249,233,1,14.9,3.5,0.5,0,0,1,19.9,2.5,0
1,01-06-2024 00:54,01-06-2024 01:08,1,3.8,1,N,233,75,1,17,3.5,0.5,4.4,0,1,26.4,2.5,0
2,01-06-2024 00:32,01-06-2024 00:42,1,2.21,1,N,48,234,1,12.1,1,0.5,2.56,0,1,19.66,2.5,0
2,01-06-2024 00:46,01-06-2024 01:07,1,4.62,1,N,249,142,1,24,1,0.5,7.25,0,1,36.25,2.5,0
2,01-06-2024 00:15,01-06-2024 00:18,2,0.16,1,N,264,262,1,5.1,1,0.5,2.52,0,1,12.62,2.5,0
2,01-06-2024 00:52,01-06-2024 01:05,1,1.41,1,N,68,211,1,12.1,1,0.5,2.56,0,1,19.66,2.5,0
2,01-06-2024 00:00,01-06-2024 00:08,1,1.71,1,N,166,116,1,10.7,1,0.5,2.64,0,1,15.84,0,0
2,31-05-2024 23:56,01-06-2024 00:00,4,0.7,1,N,162,233,1,5.8,1,0.5,2.16,0,1,12.96,2.5,0
2,01-06-2024 00:12,01-06-2024 00:16,6,0.8,1,N,164,162,2,6.5,1,0.5,0,0,1,11.5,2.5,0
2,01-06-2024 00:27,01-06-2024 00:44,4,4.1,1,N,186,262,2,20.5,1,0.5,0,0,1,25.5,2.5,0
1,01-06-2024 00:24,01-06-2024 01:14,2,19,1,N,161,265,2,79.3,3.5,0.5,0,0,1,84.3,2.5,0
2,01-06-2024 00:01,01-06-2024 00:18,2,2.06,1,N,234,148,2,16.3,1,0.5,0,0,1,21.3,2.5,0
2,01-06-2024 00:24,01-06-2024 00:32,2,1.43,1,N,79,137,1,9.3,1,0.5,2.14,0,1,16.44,2.5,0
2,01-06-2024 00:34,01-06-2024 00:46,2,3.04,1,N,137,263,1,15.6,1,0.5,4.12,0,1,24.72,2.5,0
1,01-06-2024 00:11,01-06-2024 00:14,1,0,1,N,114,114,3,5.1,3.5,0.5,0,0,1,10.1,2.5,0
1,01-06-2024 00:17,01-06-2024 00:26,1,1,1,N,114,4,1,8.6,3.5,0.5,2.7,0,1,16.3,2.5,0
1,01-06-2024 00:27,01-06-2024 00:41,1,3.7,1,N,79,87,1,18.4,3.5,0.5,0,0,1,23.4,2.5,0
1,01-06-2024 00:43,01-06-2024 00:52,1,1.2,1,N,87,231,1,9.3,3.5,0.5,0.28,0,1,14.58,2.5,0
2,01-06-2024 00:03,01-06-2024 00:18,1,2.43,1,N,249,162,1,16.3,1,0.5,4.26,0,1,25.56,2.5,0
2,01-06-2024 00:33,01-06-2024 00:34,1,0.07,5,N,113,113,1,30.69,0,0.5,8.67,0,1,43.36,2.5,0
2,01-06-2024 00:38,01-06-2024 00:57,1,4.73,1,N,249,236,1,23.3,1,0.5,5.66,0,1,33.96,2.5,0
1,01-06-2024 00:11,01-06-2024 00:32,1,3.6,1,N,114,255,1,22.6,3.5,0.5,5.5,0,1,33.1,2.5,0
2,01-06-2024 00:15,01-06-2024 00:23,1,1.47,1,N,68,234,1,10,1,0.5,3,0,1,18,2.5,0
2,01-06-2024 00:38,01-06-2024 01:00,1,3.9,1,N,68,66,1,23.3,1,0.5,2.2,0,1,30.5,2.5,0
1,01-06-2024 00:15,01-06-2024 00:21,1,0.8,1,N,234,100,1,7.2,3.5,0.5,0,0,1,12.2,2.5,0
1,01-06-2024 00:37,01-06-2024 00:55,1,2.7,1,N,246,4,1,17.7,3.5,0.5,6.8,0,1,29.5,2.5,0
2,01-06-2024 00:38,01-06-2024 00:55,2,3.02,1,N,140,238,1,18.4,1,0.5,0,0,1,23.4,2.5,0
2,01-06-2024 00:51,01-06-2024 01:12,1,5.82,1,N,132,130,2,26.8,1,0.5,0,0,1,31.05,0,1.75
2,01-06-2024 00:18,01-06-2024 00:29,3,1.19,1,N,230,233,1,10.7,1,0.5,0,0,1,15.7,2.5,0
2,01-06-2024 00:14,01-06-2024 00:27,2,1.96,1,N,107,232,2,14.2,1,0.5,0,0,1,19.2,2.5,0
2,01-06-2024 00:30,01-06-2024 00:50,2,3.22,1,N,232,229,1,19.8,1,0.5,1,0,1,25.8,2.5,0
2,01-06-2024 00:52,01-06-2024 00:55,2,0.94,1,N,229,141,1,6.5,1,0.5,0,0,1,11.5,2.5,0
2,01-06-2024 00:07,01-06-2024 00:21,2,4.6,1,N,148,141,1,22.6,1,0.5,3,0,1,30.6,2.5,0
2,01-06-2024 00:48,01-06-2024 01:00,2,2.21,1,N,79,170,1,14.2,1,0.5,3.84,0,1,23.04,2.5,0
2,01-06-2024 00:00,01-06-2024 00:49,2,30.17,2,N,132,125,1,70,0,0.5,10,6.94,1,92.69,2.5,1.75
2,01-06-2024 00:21,01-06-2024 00:31,1,1.81,1,N,263,142,1,12.1,1,0.5,3.42,0,1,20.52,2.5,0
2,01-06-2024 00:08,01-06-2024 00:24,2,1.48,1,N,107,144,1,14.9,1,0.5,1.5,0,1,21.4,2.5,0
2,01-06-2024 00:26,01-06-2024 00:57,2,5.76,1,N,144,239,1,32.4,1,0.5,7.48,0,1,44.88,2.5,0
2,01-06-2024 00:02,01-06-2024 00:29,1,10.74,1,N,70,48,1,44.3,6,0.5,10,6.94,1,72.99,2.5,1.75
2,01-06-2024 00:07,01-06-2024 00:17,2,1.87,1,N,48,158,1,11.4,1,0.5,3.28,0,1,19.68,2.5,0
2,01-06-2024 00:32,01-06-2024 01:03,1,6.59,1,N,231,238,2,34.5,1,0.5,0,0,1,39.5,2.5,0
1,01-06-2024 00:13,01-06-2024 00:31,2,3.7,1,N,79,237,1,19.8,3.5,0.5,2.48,0,1,27.28,2.5,0
2,01-06-2024 00:13,01-06-2024 00:28,4,2.55,1,N,211,246,1,16.3,1,0.5,2,0,1,23.3,2.5,0
2,01-06-2024 00:19,01-06-2024 00:51,2,3.91,1,N,158,25,1,28.2,1,0.5,4.98,0,1,38.18,2.5,0
1,01-06-2024 00:22,01-06-2024 00:28,4,1.1,1,N,137,79,1,7.9,3.5,0.5,1,0,1,13.9,2.5,0
1,01-06-2024 00:09,01-06-2024 00:26,2,2,1,N,232,158,1,13.5,3.5,0.5,3.7,0,1,22.2,2.5,0
1,01-06-2024 00:34,01-06-2024 00:49,1,2.7,1,N,249,48,1,14.9,3.5,0.5,3.95,0,1,23.85,2.5,0
1,01-06-2024 00:16,01-06-2024 00:30,2,2,1,N,148,158,1,12.8,3.5,0.5,3.55,0,1,21.35,2.5,0
1,01-06-2024 00:35,01-06-2024 00:40,1,1.1,1,N,158,234,1,7.9,3.5,0.5,2.55,0,1,15.45,2.5,0
1,01-06-2024 00:49,01-06-2024 00:52,2,0.6,1,N,249,90,1,5.1,3.5,0.5,2,0,1,12.1,2.5,0
1,01-06-2024 00:59,01-06-2024 01:17,1,3,1,N,158,232,1,17,3.5,0.5,4.4,0,1,26.4,2.5,0
1,01-06-2024 00:53,01-06-2024 00:54,1,0.1,1,N,246,246,3,3,3.5,0.5,0,0,1,8,2.5,0
2,01-06-2024 00:48,01-06-2024 00:57,2,0.94,1,N,79,114,1,8.6,1,0.5,2.72,0,1,16.32,2.5,0
2,01-06-2024 00:59,01-06-2024 01:06,1,0.98,1,N,114,79,1,7.9,1,0.5,2.58,0,1,15.48,2.5,0
2,01-06-2024 00:17,01-06-2024 00:21,2,0.96,1,N,170,229,2,6.5,1,0.5,0,0,1,11.5,2.5,0
2,01-06-2024 00:47,01-06-2024 01:08,2,4.12,1,N,249,141,1,22.6,1,0.5,5,0,1,32.6,2.5,0
1,01-06-2024 00:08,01-06-2024 00:14,1,1.1,1,N,144,107,1,7.2,3.5,0.5,2.45,0,1,14.65,2.5,0
2,01-06-2024 00:18,01-06-2024 01:04,2,4.8,1,N,79,112,1,40.1,1,0.5,9.02,0,1,54.12,2.5,0
1,01-06-2024 00:44,01-06-2024 01:09,1,6.5,1,N,238,4,1,29.6,3.5,0.5,2.4,0,1,37,2.5,0
2,01-06-2024 00:08,01-06-2024 00:25,1,3.49,1,N,211,163,1,19.1,1,0.5,2,0,1,26.1,2.5,0
2,01-06-2024 00:32,01-06-2024 00:41,1,1.26,1,N,163,48,4,-10,-1,-0.5,0,0,-1,-15,-2.5,0
2,01-06-2024 00:32,01-06-2024 00:41,1,1.26,1,N,163,50,4,10,1,0.5,0,0,1,15,2.5,0
2,01-06-2024 00:47,01-06-2024 01:00,1,2.36,1,N,186,143,1,14.2,1,0.5,3.84,0,1,23.04,2.5,0
1,01-06-2024 00:20,01-06-2024 00:28,1,1,1,N,211,158,1,7.9,3.5,0.5,2.55,0,1,15.45,2.5,0
2,31-05-2024 23:50,31-05-2024 23:59,1,2.38,1,N,142,151,1,12.8,1,0.5,3.56,0,1,21.36,2.5,0
2,01-06-2024 00:31,01-06-2024 00:45,1,2.25,1,N,50,141,2,15.6,1,0.5,0,0,1,20.6,2.5,0
2,01-06-2024 00:10,01-06-2024 00:30,1,4.24,1,N,43,249,1,22.6,1,0.5,6,0,1,33.6,2.5,0
2,01-06-2024 00:43,01-06-2024 00:50,1,1.15,1,N,164,163,1,8.6,1,0.5,2.72,0,1,16.32,2.5,0
1,01-06-2024 00:23,01-06-2024 00:34,2,1.7,1,N,249,170,1,11.4,3.5,0.5,3.25,0,1,19.65,2.5,0
1,01-06-2024 00:38,01-06-2024 00:50,1,1.7,1,N,234,230,1,12.1,3.5,0.5,4.25,0,1,21.35,2.5,0
2,01-06-2024 00:28,01-06-2024 00:35,1,1.49,1,N,68,68,2,9.3,1,0.5,0,0,1,14.3,2.5,0
2,01-06-2024 00:36,01-06-2024 00:57,1,4.52,1,N,90,262,1,23.3,1,0.5,5.66,0,1,33.96,2.5,0
1,01-06-2024 00:01,01-06-2024 00:02,1,0,1,N,236,236,1,3,3.5,0.5,8,0,1,16,2.5,0
1,01-06-2024 00:07,01-06-2024 00:16,1,1,1,N,236,237,1,8.6,3.5,0.5,1,0,1,14.6,2.5,0
1,01-06-2024 00:18,01-06-2024 00:45,1,3.7,1,N,237,186,2,22.6,3.5,0.5,0,0,1,27.6,2.5,0
1,01-06-2024 00:52,01-06-2024 01:03,1,1.2,1,N,100,229,1,10,3.5,0.5,2,0,1,17,2.5,0
2,01-06-2024 00:05,01-06-2024 00:17,1,1.65,1,N,211,232,2,12.8,1,0.5,0,0,1,17.8,2.5,0
2,01-06-2024 00:31,01-06-2024 00:39,4,2.86,1,N,148,88,2,13.5,1,0.5,0,0,1,18.5,2.5,0
2,01-06-2024 00:04,01-06-2024 00:29,1,4.77,1,N,113,256,1,28.2,1,0.5,6.64,0,1,39.84,2.5,0
2,01-06-2024 00:44,01-06-2024 00:56,4,1.3,1,N,158,114,1,11.4,1,0.5,3.28,0,1,19.68,2.5,0
2,01-06-2024 00:58,01-06-2024 01:11,1,2.5,1,N,79,65,1,15.6,1,0.5,4.12,0,1,24.72,2.5,0
2,01-06-2024 00:00,01-06-2024 00:08,1,1.64,1,N,43,162,1,10,1,0.5,3,0,1,18,2.5,0
2,01-06-2024 00:08,01-06-2024 01:09,1,6.79,1,N,113,36,1,55.5,1,0.5,0,0,1,60.5,2.5,0
2,01-06-2024 00:17,01-06-2024 00:31,1,8.71,1,N,132,39,1,33.8,1,0.5,5,0,1,43.05,0,1.75
2,01-06-2024 00:33,01-06-2024 01:24,2,18.6,2,N,132,230,2,70,0,0.5,0,6.94,1,82.69,2.5,1.75
2,01-06-2024 00:34,01-06-2024 00:42,2,1.19,1,N,148,114,1,9.3,1,0.5,1,0,1,15.3,2.5,0
2,01-06-2024 00:06,01-06-2024 00:08,1,0.42,1,N,164,170,1,4.4,1,0.5,1,0,1,10.4,2.5,0
2,01-06-2024 00:35,01-06-2024 00:46,1,2.29,1,N,229,224,1,13.5,1,0.5,3,0,1,21.5,2.5,0
2,01-06-2024 00:15,01-06-2024 00:15,1,0,5,N,265,265,1,64,0,0,13,0,1,78,0,0
2,01-06-2024 00:14,01-06-2024 00:18,1,1.15,1,N,186,234,1,7.2,1,0.5,1,0,1,13.2,2.5,0
2,01-06-2024 00:46,01-06-2024 01:00,3,2.06,1,N,144,170,1,14.9,1,0.5,1,0,1,20.9,2.5,0
2,01-06-2024 00:18,01-06-2024 00:18,1,0,2,N,114,114,2,70,0,0.5,0,0,1,74,2.5,0
2,01-06-2024 00:19,01-06-2024 00:42,1,4.64,1,N,114,166,1,24.7,1,0.5,5.94,0,1,35.64,2.5,0
2,01-06-2024 00:42,01-06-2024 00:50,1,1.18,1,N,68,249,1,9.3,1,0.5,2.14,0,1,16.44,2.5,0
2,01-06-2024 00:54,01-06-2024 01:04,1,1.69,1,N,125,68,1,10.7,1,0.5,3.14,0,1,18.84,2.5,0
2,01-06-2024 00:34,01-06-2024 00:41,1,1.77,1,N,238,152,2,10.7,1,0.5,0,0,1,13.2,0,0
1,01-06-2024 00:06,01-06-2024 00:15,1,2.8,1,N,4,87,1,14.2,3.5,0.5,3.85,0,1,23.05,2.5,0
1,01-06-2024 00:16,01-06-2024 00:28,1,3.4,1,N,87,224,2,15.6,3.5,0.5,0,0,1,20.6,2.5,0
1,01-06-2024 00:34,01-06-2024 00:53,1,3.8,1,N,107,112,1,18.4,3.5,0.5,7.6,6.94,1,37.94,2.5,0
2,01-06-2024 00:04,01-06-2024 00:11,1,1.55,1,N,234,163,1,10,1,0.5,3,0,1,18,2.5,0
2,01-06-2024 00:13,01-06-2024 00:27,1,2.83,1,N,163,238,1,17,1,0.5,5,0,1,27,2.5,0
2,01-06-2024 00:44,01-06-2024 00:55,1,2.24,1,N,162,186,1,13.5,1,0.5,3,0,1,21.5,2.5,0
2,01-06-2024 00:21,01-06-2024 01:06,1,20.33,2,N,132,261,1,70,0,0.5,14.8,0,1,90.55,2.5,1.75
2,01-06-2024 00:20,01-06-2024 00:51,1,8.41,1,N,79,159,2,38,1,0.5,0,0,1,43,2.5,0
2,01-06-2024 00:10,01-06-2024 00:42,1,12.1,1,N,138,106,1,52.7,6,0.5,15.05,0,1,77,0,1.75
1,01-06-2024 00:18,01-06-2024 00:37,1,2.5,1,N,249,170,1,17,3.5,0,4.25,0,1,25.75,2.5,0
1,01-06-2024 00:49,01-06-2024 01:05,1,2.1,1,N,79,231,1,15.6,3.5,0,4,0,1,24.1,2.5,0
2,01-06-2024 00:13,01-06-2024 00:19,2,0.74,1,N,48,50,1,7.2,1,0.5,2.44,0,1,14.64,2.5,0
2,01-06-2024 00:44,01-06-2024 00:51,2,1.35,1,N,239,151,1,8.6,1,0.5,1,0,1,14.6,2.5,0
2,01-06-2024 00:58,01-06-2024 01:19,1,6.11,1,N,239,79,1,27.5,1,0.5,6.5,0,1,39,2.5,0
2,01-06-2024 00:18,01-06-2024 00:28,1,1.42,1,N,249,90,1,11.4,1,0.5,2.95,0,1,19.35,2.5,0
2,01-06-2024 00:40,01-06-2024 00:51,1,1.94,1,N,249,170,1,12.1,1,0.5,3.42,0,1,20.52,2.5,0
